(( 99 20 Two-Seater 23 6 3 Rwd Gas 28 Jaguar F-Type-Coupe A 2015 ))
(( 100 26 Midsize 30 4 2.5 Fwd Gas 37 Mazda 6 A 2016 ))
(( 101 28 Midsize 32 4 2.5 Fwd Gas 38 Mazda 6 A 2016 ))
(( 102 25 Midsize 29 4 2.5 Fwd Gas 36 Mazda 6 M 2016 ))
(( 103 18 SUV-Small 21 6 3.3 Awd Gas 25 Kia Sorento-Fe-Awd A 2016 ))
(( 104 20 SUV-Small 23 4 2 Fwd Gas 27 Kia Sorento-Fwd A 2016 ))
(( 105 21 SUV-Small 24 4 2.4 Fwd Gas 28 Kia Sorento-Fwd A 2016 ))
(( 106 18 SUV-Small 20 6 3.3 Fwd Gas 25 Kia Sorento-Fwd A 2016 ))
(( 107 26 SUV-Small 29 4 2 Fwd Gas 34 Mazda CX-5-2WD M 2016 ))
(( 108 26 SUV-Small 29 4 2.5 Fwd Gas 33 Mazda CX-5-2WD A 2016 ))
(( 109 19 SUV-Small 21 4 2 Awd Gas 25 Kia Sorento-Awd A 2016 ))
(( 110 21 SUV-Small 22 4 2.4 Awd Gas 25 Kia Sorento-Awd A 2016 ))
(( 111 17 SUV-Small 19 6 3.3 Awd Gas 23 Kia Sorento-Awd A 2016 ))
(( 112 24 SUV-Small 26 4 2.5 4wd Gas 29 Mazda CX-5-4WD A 2016 ))
(( 113 20 Midsize 24 6 3 Awd Gas 29 Audi A7-Quattro A 2016 ))
(( 114 20 Midsize 24 6 3 Awd Gas 29 Audi A6-Quattro A 2016 ))
(( 115 25 SUV-Small 28 4 1.8 Fwd Gas 33 Honda Hr-V-2wd M 2016 ))
(( 116 28 SUV-Small 31 4 1.8 Fwd Gas 34 Honda Hr-V-2wd A 2016 ))
(( 117 28 SUV-Small 31 4 1.8 Fwd Gas 34 Honda Hr-V-2wd A 2016 ))
(( 118 27 SUV-Small 29 4 1.8 Awd Gas 32 Honda Hr-V-4wd A 2016 ))
(( 119 27 SUV-Small 29 4 1.8 Awd Gas 32 Honda Hr-V-4wd A 2016 ))
(( 120 19 Two-Seater 22 6 3 Rwd Gas 27 Jaguar F-Type-Coupe A 2016 ))
(( 121 19 Two-Seater 22 6 3 Rwd Gas 27 Jaguar F-Type-Convertible A 2016 ))
(( 122 19 Two-Seater 22 6 3 Rwd Gas 27 Jaguar F-Type-S-Coupe A 2016 ))
(( 123 19 Two-Seater 22 6 3 Rwd Gas 27 Jaguar F-Type-S-Convertible A 2016 ))
(( 124 11 Midsize 14 8 6.8 Rwd Gas 18 Bentley Mulsanne A 2016 ))
(( 125 28 Compact 31 4 1.6 Fwd Gas 35 Hyundai Veloster A 2016 ))
(( 126 27 Compact 30 4 1.6 Fwd Gas 34 Hyundai Veloster M 2016 ))
(( 127 24 Midsize 27 4 2 Fwd Gas 32 Hyundai Elantra-GT M 2016 ))
(( 128 126 Subcompact 112 0 0 Rwd Electricity 99 Mitsubishi I-Miev A 2016 ))
(( 129 18 Two-Seater 21 6 3 Awd Gas 26 Jaguar F-Type-S-Awd-Coupe A 2016 ))
(( 130 18 Two-Seater 21 6 3 Awd Gas 26 Jaguar F-Type-S-Awd-Convertible A 2016 ))
(( 131 25 Compact 29 4 2.4 Fwd Gas 35 Acura Ilx A 2016 ))
(( 132 24 Midsize 27 4 2 Fwd Gas 32 Hyundai Elantra-GT A 2016 ))
(( 133 16 Two-Seater 18 8 5 Rwd Gas 23 Jaguar F-Type-R-Convertible A 2016 ))
(( 134 15 Two-Seater 18 8 5 Awd Gas 23 Jaguar F-Type-R-AWD-Coupe A 2016 ))
(( 135 15 Two-Seater 18 8 5 Awd Gas 23 Jaguar F-Type-R-Awd-Convertible A 2016 ))
(( 136 15 Large 18 8 5 Rwd Gas 23 Jaguar Xj A 2016 ))
(( 137 15 Large 18 8 5 Rwd Gas 23 Jaguar Xjl A 2016 ))
(( 138 20 Midsize 23 6 3.5 Fwd Gas 30 Acura Rlx A 2016 ))
(( 139 28 Midsize 30 6 3.5 Awd Gas 31 Acura Rlx-Hybrid A 2016 ))
(( 140 16 Subcompact 19 6 3.8 Awd Gas 22 Nissan Gt-R A 2016 ))
(( 141 26 Compact 29 4 1.6 Fwd Gas 32 Hyundai Veloster A 2016 ))
(( 142 25 Compact 28 4 1.6 Fwd Gas 33 Hyundai Veloster M 2016 ))
(( 143 25 Midsize 30 6 3 Awd Diesel 38 Audi A6-Quattro A 2016 ))
(( 144 15 Large 18 8 5 Rwd Gas 23 Hyundai Equus A 2016 ))
(( 145 18 Minivan 20 6 3.3 Fwd Gas 24 Kia Sedona A 2016 ))
(( 146 18 Minivan 21 6 3.3 Fwd Gas 25 Kia Sedona-Sx A 2016 ))
(( 147 17 Minivan 19 6 3.3 Fwd Gas 22 Kia Sedona-Sxl A 2016 ))
(( 148 17 SUV-Standard 20 6 3.6 Awd Gas 24 Porsche Cayenne A 2016 ))
(( 149 22 Two-Seater 26 4 2 Rwd Gas 32 Bmw Z4-Sdrive28i A 2016 ))
(( 150 20 SUV-Small 23 4 2 Fwd Gas 28 Hyundai Santa-Fe-Sport-Fwd A 2017 ))
(( 151 20 SUV-Small 23 4 2 Fwd Gas 27 Hyundai Santa-Fe-Sport-Ultimate-Fwd A 2017 ))
(( 152 19 SUV-Small 22 4 2 Awd Gas 26 Hyundai Santa-Fe-Sport-Awd A 2017 ))
(( 153 19 SUV-Small 21 4 2 Awd Gas 24 Hyundai Santa-Fe-Sport-Ultimate-Awd A 2017 ))
(( 154 19 SUV-Standard 21 6 3 Awd Gas 25 Audi Q7 A 2017 ))
(( 155 29 Midsize 33 4 2 Fwd Gas 38 Hyundai Elantra-Se A 2017 ))
(( 156 28 Midsize 32 4 2 Fwd Gas 37 Hyundai Elantra A 2017 ))
(( 157 26 Midsize 29 4 2 Fwd Gas 36 Hyundai Elantra M 2017 ))
(( 158 18 SUV-Small 21 6 3.3 Fwd Gas 25 Hyundai Santa-Fe-Fwd A 2017 ))
(( 159 17 SUV-Small 20 6 3.3 Fwd Gas 23 Hyundai Santa-Fe-Ultimate-Fwd A 2017 ))
(( 160 18 SUV-Small 20 6 3.3 Awd Gas 24 Hyundai Santa-Fe-Awd A 2017 ))
(( 161 17 SUV-Small 19 6 3.3 Awd Gas 22 Hyundai Santa-Fe-Ultimate-Awd A 2017 ))
(( 162 21 SUV-Small 24 4 2.4 Fwd Gas 27 Hyundai Santa-Fe-Sport-Fwd A 2017 ))
(( 163 20 SUV-Small 22 4 2.4 Awd Gas 26 Hyundai Santa-Fe-Sport-Awd A 2017 ))
(( 164 22 SUV-Small 25 4 2.4 Fwd Gas 29 Kia Sportage-Fwd A 2017 ))
(( 165 23 SUV-Small 26 4 2.4 Fwd Gas 30 Kia Sportage-Fe-Fwd A 2017 ))
(( 166 21 SUV-Small 23 4 2 Fwd Gas 26 Kia Sportage-Fwd A 2017 ))
(( 167 21 SUV-Small 23 4 2.4 Awd Gas 25 Kia Sportage-Awd A 2017 ))
(( 168 21 SUV-Small 22 4 2.4 Awd Gas 25 Kia Sportage-Fe-Awd A 2017 ))
(( 169 20 SUV-Small 21 4 2 Awd Gas 23 Kia Sportage-Awd A 2017 ))
(( 170 19 SUV-Small 22 6 3.6 Fwd Gas 27 Cadillac Xt5 A 2017 ))
(( 171 18 SUV-Small 21 6 3.6 Awd Gas 26 Cadillac Xt5-Awd A 2017 ))
(( 172 33 Compact 36 3 1.2 Fwd Gas 41 Mitsubishi Mirage M 2017 ))
(( 173 37 Compact 39 3 1.2 Fwd Gas 43 Mitsubishi Mirage A 2017 ))
(( 174 18 Minivan 22 6 3.6 Fwd Gas 28 Chrysler Pacifica A 2017 ))
(( 175 121 Subcompact 112 0 0 Rwd Electricity 102 Mitsubishi I-Miev A 2017 ))
(( 176 14 Two-Seater 17 10 5.2 Awd Gas 22 Audi R8 A 2017 ))
(( 177 14 Two-Seater 17 10 5.2 Awd Gas 22 Audi R8-Spyder A 2017 ))
(( 178 24 Compact 27 4 2 Awd Gas 31 Audi A4-Quattro A 2017 ))
(( 179 25 Compact 28 4 2 Fwd Gas 33 Audi A4 A 2017 ))
(( 180 20 Compact 23 4 2 Awd Gas 27 Subaru Wrx M 2017 ))
(( 181 18 Compact 21 4 2 Awd Gas 24 Subaru Wrx A 2017 ))
(( 182 17 Compact 19 4 2.5 Awd Gas 23 Subaru Wrx M 2017 ))
(( 183 19 Large 22 6 3 Awd Gas 28 Bmw 740i-Xdrive A 2017 ))
(( 184 20 SUV-Small 23 6 3.5 Fwd Gas 28 Acura Rdx-Fwd A 2017 ))
(( 185 19 SUV-Small 22 6 3.5 Awd Gas 27 Acura Rdx-Awd A 2017 ))
(( 186 43 Compact 42 4 1.5 Fwd Gas 42 Chevrolet Volt A 2017 ))
(( 187 15 Two-Seater 18 8 5 Awd Gas 23 Jaguar F-Type-R-AWD-Coupe A 2017 ))
(( 188 15 Two-Seater 18 8 5 Awd Gas 23 Jaguar F-Type-R-Awd-Convertible A 2017 ))
(( 189 20 Two-Seater 23 6 3 Rwd Gas 28 Jaguar F-Type-Coupe A 2017 ))
(( 190 20 Two-Seater 23 6 3 Rwd Gas 28 Jaguar F-Type-Convertible A 2017 ))
(( 191 19 Two-Seater 22 6 3 Rwd Gas 27 Jaguar F-Type-S-Coupe A 2017 ))
(( 192 19 Two-Seater 22 6 3 Rwd Gas 27 Jaguar F-Type-S-Convertible A 2017 ))
(( 193 18 Two-Seater 21 6 3 Awd Gas 26 Jaguar F-Type-S-Awd-Coupe A 2017 ))
(( 194 18 Two-Seater 21 6 3 Awd Gas 26 Jaguar F-Type-S-Awd-Convertible A 2017 ))
(( 195 16 Two-Seater 19 6 3 Rwd Gas 24 Jaguar F-Type-Coupe M 2017 ))
(( 196 16 Two-Seater 19 6 3 Rwd Gas 24 Jaguar F-Type-Convertible M 2017 ))
(( 197 15 Two-Seater 18 6 3 Rwd Gas 24 Jaguar F-Type-S-Coupe M 2017 ))
(( 198 15 Two-Seater 18 6 3 Rwd Gas 24 Jaguar F-Type-S-Convertible M 2017 ))
(( 199 22 Minicompact 25 4 2 Fwd Gas 31 Mini Cooper-JCW-Conv M 2017 ))
(( 200 26 SUV-Small 28 4 1.5 Fwd Gas 32 Chevrolet Equinox-Fwd A 2018 ))
(( 201 24 SUV-Small 26 4 1.5 Awd Gas 30 Chevrolet Equinox-Awd A 2018 ))
(( 202 24 Subcompact 27 4 2 Awd Gas 34 Audi A5-Cabriolet-Quattro A 2018 ))
(( 203 24 Subcompact 27 4 2 Awd Gas 33 Audi A5-Quattro M 2018 ))
(( 204 24 Compact 27 4 2 Awd Gas 34 Audi A4-Quattro A 2018 ))
(( 205 24 Compact 27 4 2 Awd Gas 33 Audi A4-Quattro M 2018 ))
(( 206 21 Compact 23 4 2 Awd Gas 27 Subaru Wrx M 2018 ))
(( 207 18 Compact 21 4 2 Awd Gas 24 Subaru Wrx A 2018 ))
(( 208 24 Midsize 27 4 2 Awd Gas 34 Audi A5-Sportback-Quattro A 2018 ))
(( 209 18 Large 20 6 3.8 Awd Gas 25 Genesis G80-Awd A 2018 ))
(( 210 19 Large 22 6 3.8 Rwd Gas 27 Genesis G80-Rwd A 2018 ))
(( 211 23 SUV-Small 25 4 2 Awd Gas 27 Audi Q5 A 2018 ))
(( 212 24 Subcompact 27 4 2 Awd Gas 34 Audi A5-Quattro A 2018 ))
(( 213 21 Subcompact 24 6 3 Awd Gas 30 Audi S5 A 2018 ))
(( 214 20 Subcompact 23 6 3 Awd Gas 29 Audi S5-Cabriolet A 2018 ))
(( 215 21 Compact 24 6 3 Awd Gas 30 Audi S4 A 2018 ))
(( 216 21 Midsize 24 6 3 Awd Gas 30 Audi S5-Sportback A 2018 ))
(( 217 17 Large 20 6 3.3 Awd Gas 24 Genesis G80-Awd A 2018 ))
(( 218 17 Large 20 6 3.3 Rwd Gas 25 Genesis G80-Rwd A 2018 ))
(( 219 19 SUV-Small 21 6 3 Awd Gas 24 Audi Sq5 A 2018 ))
(( 220 12 SUV-Standard 15 12 6 Awd Gas 19 Bentley Bentayga A 2018 ))
(( 221 24 Subcompact 27 4 2 Rwd Gas 34 Bmw 430i-Convertible A 2018 ))
(( 222 22 Subcompact 26 4 2 Awd Gas 32 Bmw 430i-Xdrive-Convertible A 2018 ))
(( 223 21 Subcompact 24 6 3 Rwd Gas 29 Bmw 440i-Convertible A 2018 ))
(( 224 20 Subcompact 23 6 3 Awd Gas 29 Bmw 440i-Xdrive-Convertible A 2018 ))
(( 225 17 Subcompact 20 6 3 Rwd Gas 25 Bmw M4-Convertible M 2018 ))
(( 226 16 Subcompact 19 6 3 Rwd Gas 22 Bmw M4-Convertible A 2018 ))
(( 227 20 Subcompact 23 6 3 Rwd Gas 29 Bmw 640i-Convertible A 2018 ))
(( 228 19 Subcompact 22 6 3 Awd Gas 28 Bmw 640i-Xdrive-Convertible A 2018 ))
(( 229 17 Subcompact 20 8 4.4 Rwd Gas 25 Bmw 650i-Convertible A 2018 ))
(( 230 16 Subcompact 19 8 4.4 Awd Gas 25 Bmw 650i-Xdrive-Convertible A 2018 ))
(( 231 15 Subcompact 17 8 4.4 Rwd Gas 22 Bmw M6-Convertible M 2018 ))
(( 232 14 Subcompact 16 8 4.4 Rwd Gas 20 Bmw M6-Convertible A 2018 ))
(( 233 24 Compact 27 4 2 Rwd Gas 34 Bmw 430i-Coupe A 2018 ))
(( 234 21 Compact 25 4 2 Rwd Gas 33 Bmw 430i-Coupe M 2018 ))
(( 235 23 Compact 27 4 2 Awd Gas 33 Bmw 430i-Xdrive-Coupe A 2018 ))
(( 236 24 Compact 27 4 2 Rwd Gas 34 Bmw 430i-Gran-Coupe A 2018 ))
(( 237 23 Compact 27 4 2 Awd Gas 33 Bmw 430i-Xdrive-Gran-Coupe A 2018 ))
(( 238 21 Compact 25 6 3 Rwd Gas 32 Bmw 440i-Coupe A 2018 ))
(( 239 21 Compact 25 6 3 Awd Gas 31 Bmw 440i-Xdrive-Coupe A 2018 ))
(( 240 19 Compact 23 6 3 Awd Gas 29 Bmw 440i-Xdrive-Coupe M 2018 ))
(( 241 21 Compact 25 6 3 Rwd Gas 32 Bmw 440i-Gran-Coupe A 2018 ))
(( 242 21 Compact 25 6 3 Awd Gas 31 Bmw 440i-Xdrive-Gran-Coupe A 2018 ))
(( 243 17 Compact 20 6 3 Rwd Gas 25 Bmw M4-Coupe M 2018 ))
(( 244 17 Compact 20 6 3 Rwd Gas 24 Bmw M4-Coupe A 2018 ))
(( 245 20 Compact 23 6 3 Rwd Gas 29 Bmw 640i-Gran-Coupe A 2018 ))
(( 246 19 Compact 22 6 3 Awd Gas 28 Bmw 640i-Xdrive-Gran-Coupe A 2018 ))
(( 247 17 Compact 20 8 4.4 Rwd Gas 25 Bmw 650i-Gran-Coupe A 2018 ))
(( 248 16 Compact 19 8 4.4 Awd Gas 25 Bmw 650i-Xdrive-Gran-Coupe A 2018 ))
(( 249 16 Compact 19 8 4.4 Awd Gas 25 Bmw Alpina-B6-Xdrive-Gran-Coupe A 2018 ))
(( 250 20 SUV-Small 23 6 3.2 Fwd Gas 29 Jeep Cherokee-Fwd A 2019 ))
(( 251 19 SUV-Small 22 6 3.2 Awd Gas 27 Jeep Cherokee-4wd A 2019 ))
(( 252 18 SUV-Small 21 6 3.2 4wd Gas 26 Jeep Cherokee-4wd-Active-Drive-Ii A 2019 ))
(( 253 18 SUV-Small 21 6 3.2 4wd Gas 24 Jeep Cherokee-Trailhawk-4wd A 2019 ))
(( 254 16 Two-Seater 19 8 6.2 Rwd Gas 25 Chevrolet Corvette M 2019 ))
(( 255 15 Two-Seater 18 8 6.2 Rwd Gas 25 Chevrolet Corvette A 2019 ))
(( 256 14 Two-Seater 17 8 6.2 Rwd Gas 23 Chevrolet Corvette-Z06 A 2019 ))
(( 257 30 Compact 34 4 1.4 Fwd Gas 40 Volkswagen Jetta A 2019 ))
(( 258 30 Compact 34 4 1.4 Fwd Gas 40 Volkswagen Jetta M 2019 ))
(( 259 22 SUV-Small 25 4 2.4 Fwd Gas 29 Kia Sorento-Fwd A 2019 ))
(( 260 24 SUV-Small 27 4 2 Fwd Gas 31 Infiniti Qx50 A 2019 ))
(( 261 19 SUV-Small 22 6 3.3 Fwd Gas 26 Kia Sorento-Fwd A 2019 ))
(( 262 24 SUV-Small 26 4 2 Awd Gas 30 Infiniti Qx50-Awd A 2019 ))
(( 263 21 SUV-Small 23 4 2.4 Awd Gas 26 Kia Sorento-Awd A 2019 ))
(( 264 19 SUV-Small 21 6 3.3 Awd Gas 24 Kia Sorento-Awd A 2019 ))
(( 265 15 Two-Seater 17 8 6.2 Rwd Gas 22 Chevrolet Corvette-Z06 M 2019 ))
(( 266 18 Minivan 21 6 3.3 Fwd Gas 24 Kia Sedona A 2019 ))
(( 267 23 SUV-Small 26 4 2 Fwd Gas 31 Jeep Cherokee-Fwd A 2019 ))
(( 268 22 SUV-Small 25 4 2.4 Fwd Gas 31 Jeep Cherokee-Fwd A 2019 ))
(( 269 21 SUV-Small 24 4 2 Awd Gas 29 Jeep Cherokee-4wd A 2019 ))
(( 270 21 SUV-Small 24 4 2.4 Awd Gas 29 Jeep Cherokee-4wd A 2019 ))
(( 271 20 SUV-Small 22 4 2 4wd Gas 26 Jeep Cherokee-Trailhawk-4wd A 2019 ))
(( 272 20 SUV-Small 23 4 2 4wd Gas 27 Jeep Cherokee-4wd-Active-Drive-Ii A 2019 ))
(( 273 17 Compact 20 6 3.3 Awd Gas 25 Genesis G70-Awd A 2019 ))
(( 274 17 Compact 20 6 3.3 Rwd Gas 26 Genesis G70-Rwd A 2019 ))
(( 275 21 Compact 23 4 2 Awd Gas 28 Genesis G70-Awd A 2019 ))
(( 276 22 Compact 25 4 2 Rwd Gas 30 Genesis G70-Rwd A 2019 ))
